L,U,V,t,β,δ,uS,ud,wS,wd,ws,QuS,Qud,QwS,Qwd,Qws,I,f,g,g0,ΔT,μ
128,0.5,1.7,1.0,100.0,0.0,0.7141153873426864,-0.00011191210990249556,0.0009274325016139853,0.3166079645557933,-3.6779856937840805e-11,0.00021910259162538637,0.11414069025277723,0.9459163199071682,0.007253315137178973,4.755507046029337e-7,23,-1.5986477855951646,0.5,0.5,0.386098153,0.0
128,0.5,1.8,1.0,100.0,0.0,0.7007654067760642,-0.0001454717370881764,0.0011806504999977378,0.3256598672664379,-1.1675382882714302e-12,0.0033340327092457045,0.11267113251055283,0.9144563949068859,0.004296091778543953,1.5438230660381167e-8,27,-1.592438688073083,0.5,0.5,0.440280967,0.0
128,0.5,1.9,1.0,100.0,0.0,0.6870073325958848,-0.00021638269333107418,0.0017293719290933061,0.3337383878359038,-1.5841494782620202e-14,0.005549377270597233,0.12155970439809924,0.9715565794431117,0.005025704358230243,2.1355949608136904e-10,32,-1.5856555897683644,0.5,0.5,0.523666124,0.0
128,0.5,2.0,1.0,100.0,0.0,0.6729576267822223,-0.0003120903501421246,0.002468076780931725,0.3409342504127383,-3.469446951953614e-17,0.007549065318190884,0.11751239330006423,0.9293569078372022,0.00559336917782538,1.433531853726907e-13,41,-1.578416993943926,0.5,0.5,0.665270822,0.0
128,0.5,2.1,1.0,100.0,0.0,0.6587120437390632,-0.0005905491335674029,0.004640711875974118,0.34732396208021765,0.0,0.014973806891083186,0.12679539551568733,0.9965329199121825,0.009565248825227357,2.158751332051378e-15,55,-1.5708509274940052,0.5,0.5,0.890731233,0.0
128,0.5,2.2,1.0,100.0,0.0,0.644181027342043,-0.0016797297026662772,0.013168991215165307,0.352882783601837,6.938893903907228e-18,0.04110155245840019,0.12542041086217393,0.9841980993942137,0.023454852976723117,2.6196167466601665e-14,84,-1.5630880247287942,0.5,0.5,1.365180278,0.0
128,0.5,2.3,1.0,100.0,0.0,0.6231610235823405,-0.008505011236518395,0.06741144754094795,0.35421261544054317,6.938893903907228e-18,0.1995378058559094,0.12129343712957014,0.9833625672047708,0.11878365100503885,7.489118292007248e-14,42,-1.55580414410829,0.5,0.5,0.682633987,0.0
128,0.5,2.4,1.0,100.0,0.0,0.5995211003570822,-0.012816438679310982,0.10430340746144752,0.35331937558110743,-8.853228917332645e-7,0.6657775376754937,0.28431684749048725,0.48979366128829027,0.8508659924840734,0.013801809194257633,12,-1.5508701876244424,0.5,0.5,0.190931394,0.0
128,0.5,2.5,1.0,100.0,0.0,0.5766158716463601,-0.015924562586894148,0.13103599845592329,0.35190499030087685,-8.477184926247716e-11,0.33561122383574116,0.10970204612660572,0.983233351201096,0.2537732462895015,1.3920814916543114e-6,23,-1.548681995422065,0.5,0.5,0.379913259,0.0
128,0.5,2.6,1.0,100.0,0.0,0.5548991861806062,-0.018127840164481268,0.15222780479491843,0.3502021313258229,-4.143117099397742e-11,0.3357584267538183,0.09680423097364887,0.9147533575168953,0.2893126232685894,7.151597334009606e-7,24,-1.5491728445800526,0.5,0.5,0.390624315,0.0
